gene	cluster5_all.signed.value	DAM.signed.value
Abi3	-15.8828640692238	2.51588834098128
Actb	-25.6817252899951	12.4833959040149
Aldoa	5.1389681578889	-2.12611568167668
Alox5ap	-15.0576212301913	-6.83223421689265
Ank	31.4839638252395	118.778982655499
Ankrd44	-2.81082707813003	-0.215450422576581
Apbb1ip	-5.59269136421987	1.74768656757838
Aplp2	15.5865955124001	16.6573403839331
Apobec1	25.2805255281032	0.0923563501901993
Apoe	719.306978873789	111.53673198175
Arf1	-3.73765371768782	0.455289328649438
Arhgap5	-31.3793811835098	0.696145792983544
Arpc1b	4.25936382391523	-3.92146694338455
Arsb	-1.87752224800953	1.52913405887052
Atox1	3.06327133731811	1.50596490146104
Atp2c1	-2.13306827761498	0.0712824698858087
Axl	152.037046146294	101.116633319164
B2m	101.829237444168	27.4865789579287
Basp1	-27.1157228644123	3.01609162506508
Bcl2a1b	48.7731937766911	17.5773155953665
Bin1	-55.3586636482364	-2.17984583743587
Bin2	-15.5626974489756	-0.658722816922674
Bmp2k	-2.54056118488474	0.3797726230834
Bola2	7.1223522716661	4.30999354365646
Bsg	-0.869492954290687	-3.54939518458964
Bst2	12.2961147518541	0.0737267396230287
Btg2	2.77252147250938	-0.299199290586373
C1qa	10.7681276597272	7.70768515212201
C3ar1	29.1556275743666	-3.82237055568707
Cadm1	38.4009936511504	44.0221287003242
Calm2	-51.2004707698871	-4.23281642362564
Calr	-18.9867066018309	-0.836937126228344
Camk1	-4.83942289075955	1.41800776902963
Capg	56.7464639862783	37.4084135860687
Capza2	-6.68975444459949	1.50821919966863
Ccl3	14.681892401262	75.8079713038971
Ccl4	2.37282635989987	47.316255822614
Ccl6	47.8593377593469	28.3544428697186
Ccnd1	-5.17491834117541	-0.186398397993272
Ccr5	-14.9432174993099	-27.4040962508879
Ccrl2	31.887976774179	-1.06843360540456
Cd14	24.5497570123671	-0.222366858229722
Cd164	-40.3576540150284	-25.9673211499459
Cd34	12.5379633649413	31.0311177797538
Cd48	13.7379757094968	2.51858891869929
Cd52	191.285430282795	43.6817433132806
Cd53	-8.46998721185167	2.2041150871718
Cd63	208.267310329871	49.9500764723904
Cd68	10.4615394837939	11.9433958607847
Cd74	128.723620786679	15.6672264789147
Cd81	-8.32965971766151	2.25939635093403
Cd83	56.2677455769843	39.5317622514532
Cd84	27.2756048190087	-5.15436047300606
Cd9	126.108910687611	55.9344415963123
Cdc42	-8.36538519847301	0.982730157060513
Cebpb	1.59911449951566	1.05608169430217
Celf2	-2.23258099648605	-0.630002842471994
Chd9	-3.66429751226018	-5.77125199439537
Chka	2.00783317701356	0.0979971433267024
Ckb	-115.681527272001	-5.66790311684208
Clic1	-2.46728946835955	-0.00332556571985477
Cmtm6	-22.1020498354214	-7.82977718092528
Cnbp	-3.81688066696022	0.553949168899494
Col27a1	-4.23259062607884	0.00628593064052905
Commd8	-4.52579801704919	-1.83856864380441
Coro1a	-6.28629394569398	0.622710245929186
Cotl1	7.75832336860798	-2.87794487412773
Cox4i1	5.74070330320667	0.407553818935511
Cox7a2l	13.376120627942	-1.62649643186562
Cox7c	3.66489134534758	-1.039087033681
Cox8a	4.16584857498832	0.146386239038252
Creg1	25.341742688391	-1.7267315492792
Crip1	15.3081943960869	9.9142339804634
Crlf2	32.1621739065661	16.0838039151982
Crybb1	-179.511873788933	-21.0025025066531
Csf1	12.3128018510245	66.4767825617815
Csf1r	-47.438903033722	16.9804150881265
Csf2ra	51.6438883178683	8.60485510673653
Csnk1e	-3.46937245271472	0.885458068905588
Cst3	-159.2547355314	12.8905435024452
Cst7	172.318543509067	230.54601659095
Cstb	14.0262126713722	0.745871302550703
Ctsa	26.4299298054802	5.53857531201055
Ctsb	179.334324983448	70.3806629271323
Ctsd	88.9298677131677	35.4850352950406
Ctsh	30.2923162137067	-2.28326605838944
Ctsl	41.134019398943	17.3701476169135
Ctss	82.7658810285819	-14.2974049494814
Ctsz	105.527688811092	34.4563688439644
Cx3cr1	-135.404582688228	-24.4401822124103
Cxcl16	56.929114669618	9.97093375127705
Cyba	3.58669588864157	-5.26421647906392
Cybb	105.44904434036	12.890822224424
Cyfip1	-2.51976280373159	2.31408296024646
Cyth4	-7.9001222337665	1.02629767072361
Dhrs3	9.94301301957726	-2.32247507451791
Dnajb1	-0.0734619124968596	1.15242047877106
Dock10	-4.87247783856511	-1.70776868065324
Dock4	-2.84383873707288	-0.949704747311489
Dpp7	27.8896371907448	17.8120622189345
Ecscr	-60.6360331271543	-32.9103835715552
Eef1a1	104.646221464163	-3.34628518313207
Eef1b2	25.9582294854525	6.11851386946557
Eef1d	5.00490815163383	-2.5717700786431
Eef2	13.7048808269369	-1.97364194327997
Eif3f	18.9319255509839	-3.16111333316535
Eif3h	5.66863154137272	-1.97376067590502
Eif3k	4.32610037291931	-2.13667384438742
Elmo1	-20.8099556247698	-3.63529435619263
Enpp2	0	4.00544662979883
Entpd1	-16.0029168415962	-2.23815550962659
Fam102b	-11.7169972048679	0.775409298223428
Fam20c	107.89655748636	54.20197569743
Fam46c	4.3115380965763	2.38568420744208
Fam49b	-4.16971523772973	1.0300268592096
Fau	112.801541719621	3.84312566795931
Fchsd2	-11.7483020235462	-3.78205304519787
Fcrls	-9.61651552084321	3.50125937624998
Fez2	-3.85490907721896	-8.2701112547577
Fgd2	-5.96628304729511	-9.07930256702051
Fos	0.977303926471263	-0.11047735165095
Frmd4a	-9.98594313970293	-1.44815278549882
Fscn1	-13.732870689097	-7.05543876812378
Fth1	167.356732781313	25.3263088414614
Ftl1	85.228719926493	14.9313597666693
Fuca1	5.28218974965441	2.44950126854348
Fxyd5	15.8568923891676	23.2538842437421
Fyb	3.84225289345806	0.567045516887131
Gabarap	7.56985936311152	-1.78049566561498
Glb1	22.7377515262008	-0.260255305999462
Glipr1	15.2842251199266	3.76380333247601
Glul	-24.9257815468925	-9.21801098151687
Gm13889	-2.53967245959816	-1.30161138177019
Gm2a	15.4879088147427	-1.74948280882882
Gna15	-2.94018184981042	-3.05974632297657
Gnai2	-6.8681551238545	1.832946852386
Gnas	10.4370015790511	59.4451971215435
Gnb2	-5.13295449258573	-1.10358506758661
Golm1	-7.7762644265529	2.10148186292036
Gpi1	13.9774343795937	-4.54974492864521
Gpr34	-162.647855206271	2.69463984959042
Gpr65	19.9160353492032	18.3046177773899
Gpx1	4.46240736982969	0.954039437316807
Grn	46.71480786071	1.28356958704187
H2-Ab1	11.0209588137374	-1.03795664607256
H2-D1	193.712639710485	81.7808167890731
H2-K1	81.9713177818813	38.5804425402124
H3f3b	2.8365656582884	0.763771761351218
Hexb	-60.0964925351278	2.53454527316506
Hist1h1c	3.29221007681944	-0.365440078157101
Hnrnpk	-2.64546117075995	3.71857517904101
Hpgds	-3.6792270898411	-0.562408477361292
Hsp90aa1	-0.794558199585005	0.418531675731224
Hsp90ab1	-5.10415546026461	2.2059738373227
Hsp90b1	-9.90782417714639	-1.08436449702977
Hspa1b	-3.95911644588953	-0.145041035634461
Hsph1	-6.29031503954517	-0.00264420523279653
Id2	13.1878686013087	-0.0922847029022143
Ier3	14.4824242312225	-0.0479497067999025
Ifi27l2a	92.6123535057475	15.5162432685519
Ifngr1	-26.8985870535538	-8.70707837070416
Ifrd1	2.18510886743717	-1.34019983260806
Igf1	87.1686946693768	50.3523446721046
Ighm	-10.2899754258262	-0.748361323101821
Il1b	59.9613007651799	7.15172527329101
Il6ra	-2.66344515743911	-8.5695588125729
Inpp5d	-2.80422152743415	1.21325553218306
Itgam	-4.80767363911756	-1.89374230651383
Itgax	81.8995683741345	135.475938861147
Itgb2	13.4948976050366	-3.14134750513102
Ivns1abp	-8.28530980913457	-2.10300739725783
Jmjd1c	-1.72243049530856	-1.23290042228613
Junb	1.82139165199151	0.481948485428623
Kctd12	-15.1226113896844	-2.04754989050025
Lag3	31.0304111389599	-1.49102487382771
Lamp1	23.4652275535286	-4.53857026346148
Laptm4a	-1.71280631952794	1.41314129743288
Laptm5	-13.4115040368855	3.8426067792651
Lat2	7.5336596665124	-2.59268142086683
Ldhb	-22.4791382605394	0.0100200781215638
Lgals3	83.2527780481795	0.52448173957143
Lgals3bp	161.792220497919	44.0624236237736
Lgmn	-93.5853038137644	9.05740675646734
Lipa	4.30559731093787	-3.03218384433817
Lpcat2	-50.3535221470202	-6.24170187389361
Lpl	191.940773578464	159.568606664406
Lrba	-8.16146614920346	-12.0446343443946
Lrp1	-4.90810099387896	0.0685433063670133
Lrpap1	10.8781254309539	-2.24481821924452
Lst1	-3.21218951648874	0.718528205857927
Ltc4s	-79.0691442673191	-6.60633201075905
Lyn	-2.13306817061394	-3.92124779509425
Lyz2	312.126901245627	125.916625233664
Maf	-26.713910955839	-28.7551236867862
Mafb	-1.29393403563311	2.64094241157743
Malat1	-74.3723341491158	-6.4041024854735
Man2b1	13.7938290915861	-4.08559753854701
Manf	-4.93357195154811	-0.655583667397861
Map4k4	-1.99700094277319	0.39223835185436
Marcks	-63.9377419721213	-13.9571846510913
Mbnl1	-2.70216164845391	0.843808792872186
Mef2a	-9.07264326085071	0.704376457517172
Mef2c	-16.43733019311	1.90913367224617
Mertk	-2.60343771270021	2.5372968465892
Mif	4.22173286422254	24.3034224929033
Mpeg1	58.697696041341	11.697513359383
Ms4a6c	59.7182159960792	0.0375874463727961
Ms4a6d	3.72274199224443	5.03231896271074
Mt1	9.23022826934903	7.24666159425789
Mtdh	-10.0525848578383	2.52868344788909
Mtss1	-4.02071751427148	-8.56870027986276
Nav3	-20.0502389399	-0.898318890301319
Nceh1	40.5633763968435	26.8245286978594
Ncf1	-5.07603778656746	0.124024142532209
Neat1	18.2339627529941	-2.3019013937713
Nfkbia	7.99247980505241	-4.7794587125481
Npc2	130.565457167516	25.5878621427145
Npm1	33.6350785847993	-2.26135276819526
Nrip1	-14.6904896017661	-4.91432692451998
Nrp1	22.0206163656021	-2.08152426431087
Ogfrl1	-2.74298716214371	1.8718623121195
Olfml3	-93.072236938289	-2.04931296140726
Osm	3.71467027820657	-0.522780026954199
P2rx4	22.3682592541632	-3.87952700951891
P2ry12	-277.065984667422	-63.4145913886143
P2ry13	-67.0239057425733	-15.6122982964265
Pabpc1	37.7882502512651	-2.35685987811157
Pag1	-1.76849763551363	-0.830861129529419
Pbxip1	4.14123982454842	0.174102519668277
Pde3b	-12.3577836685407	-0.0427078355746688
Pdia3	-4.21798698609093	1.45399537517701
Pdia6	-4.02964962000466	0.90742617200908
Pfdn5	13.8817203553476	-2.43001320438199
Pfn1	-7.97999492300835	-2.73628471196614
Picalm	-4.17202082338689	-0.0939925518710635
Plbd2	4.36466702589021	2.70407788357592
Pld3	76.4711885083761	15.5784544017646
Plin2	34.1669473196233	0.105444004518213
Plxdc2	-1.49830678664231	-5.73848743234722
Pmepa1	-97.7574396390837	-1.90447156193559
Pnp	-45.7139897853201	-0.618110514992351
Prdx1	3.84307157390065	1.52910757486792
Psap	44.4270131490603	-3.12816207724166
Pten	-3.64907586275818	-3.66206576060893
Ptgs1	-45.5431272758814	-0.444240363797787
Ptms	5.98814537140279	0.252906553949865
Ptp4a3	-6.2553186770276	-2.21962591208648
Ptprc	7.09197884537128	-3.70744135101292
Qk	-23.7413551677419	3.26506360573387
Rab3il1	-6.57167632704815	-1.75599058512726
Ramp1	5.40955618970144	23.276988970019
Rap1b	-1.92702171620785	2.8192959738822
Rap2b	19.4593902386987	5.42697432538369
Rapgef5	-8.07749092622253	-5.24691305875482
Rgs1	10.2808058395068	-0.183738203173825
Rgs10	-24.9766443344652	3.01549019952301
Rhoh	-2.24445294289862	-0.0262156842525444
Rilpl2	6.07997502312872	2.68336908570228
Rnase4	-28.9881658617126	1.85260228718845
Rnf149	6.19950244487208	0.582791570660816
Rpl10	21.669663178771	-1.4942274075355
Rpl10a	130.973958667566	5.81225766640409
Rpl12	56.6735369088698	2.31002985509214
Rpl13	51.3728677456094	-4.13212457478554
Rpl13a	4.87829992411105	2.0397906243988
Rpl14	17.2301739733592	2.37644939222026
Rpl15	18.6198979885686	-0.158007859715157
Rpl18a	47.8480861598354	1.03085134617765
Rpl22	45.7204009311751	2.48198746018276
Rpl23	135.42651294493	13.1705628855893
Rpl24	49.1349109571303	0.591714574221454
Rpl26	75.6849438724353	1.02189334556885
Rpl27a	87.3368412134978	-1.84220025240881
Rpl30	38.1648231264136	3.44962372100003
Rpl31	9.09063328339597	1.85079185653403
Rpl32	123.710209709202	4.6273866813716
Rpl34	55.1539619068702	6.74232456119401
Rpl35	16.7469145212321	2.67093033468097
Rpl35a	42.9309432537117	3.08570990314773
Rpl37	49.1252315965002	8.62302199523492
Rpl37a	109.337341556354	9.60923870632413
Rpl38	67.2687380683107	8.1250401939629
Rpl39	99.8174556902022	1.38187165153715
Rpl4	4.36173502856958	-1.06753433534007
Rpl5	4.6876183157586	-1.42605644721432
Rpl6	45.5171969644799	-1.93877684756598
Rpl7	13.7904060203805	-1.82383893497237
Rpl8	7.12962593304983	-2.35453020917136
Rplp0	34.6962594610492	1.84134944010588
Rplp1	22.969082421439	4.36629911323501
Rplp2	34.1401639384007	4.91938248702398
Rps10	51.5330949113337	-3.31821958726191
Rps11	58.1424690902123	-0.956645700602686
Rps14	59.3107840407151	11.6869516506857
Rps15	25.3184429138832	-2.94609314241693
Rps15a	51.9216627341175	1.19156885857664
Rps16	96.3467128302062	9.10464567971987
Rps17	3.36564188203335	3.48286707889247
Rps18	63.8648542753456	10.2626047656991
Rps19	63.2294384754154	2.27665098673827
Rps2	83.478187144076	-0.65122322819698
Rps20	95.8962488047467	3.97864810642672
Rps21	75.6506478748655	7.00220589337725
Rps24	88.0143400685587	9.00870906081605
Rps25	36.0659942058064	5.2104343190606
Rps26	38.6748218039831	-2.34330039152401
Rps27a	69.5997627315058	4.32743230984101
Rps28	118.77994841061	9.92085889481245
Rps29	28.9826874986591	5.51018008718178
Rps3	14.0383203065511	-4.35751279842018
Rps4x	36.2553790215235	3.24412244853611
Rps5	76.9726084527123	10.4120134215259
Rps8	41.7419502243102	1.77620664195295
Rps9	39.9246225265898	-2.48986059143128
Rpsa	97.8068219973708	1.07361900854581
Sall1	-7.54339709642224	-1.42334234327702
Scamp2	-20.9087241181094	0.211326808319981
Scoc	-10.569421644839	0.888074302144077
Sdf4	14.3988393088865	0.632254224948735
Sec11c	-2.48611825775178	1.57082072173747
Selplg	-220.210203218616	-11.5536543998581
Serinc3	-90.9120723909982	4.25406629161431
Serpinf1	-5.17047082960038	-7.35864491450305
Sh3bgrl3	3.72880579839821	-0.119096923497598
Siglech	-148.729581320805	2.36198269088673
Sirpa	-3.73290935748512	1.24678398378104
Sla	-3.0373208215557	-3.81365389675545
Slamf9	18.5438016438906	17.8230257010607
Slc11a1	25.6661920065882	-4.00626451151771
Slc16a6	-2.56320098280659	1.38685306290851
Slc1a3	-2.74122177668793	-2.60563202981692
Slc2a5	-20.4079202861674	-3.088795439618
Slc40a1	-3.6325622903559	-6.03067678231648
Slco2b1	-13.7423534052744	-6.18668781158634
Slfn2	9.56436764106353	0.0461151490613341
Smap2	-8.03269038036397	2.01562999509977
Snx17	-4.37621958203647	0.303330209173586
Sox4	-11.9772852433478	-5.81474586215859
Sparc	-94.2768283965513	7.37870808610614
Sparcl1	-2.1226477445991	1.29663365229739
Spcs2	-4.57373786590473	1.38977966961892
Spp1	404.359086301795	61.3680491005587
Sqstm1	3.58257207988569	-0.794595790731326
Srgap2	-24.1214013791812	-10.285745119482
Srgn	6.30132511221901	-3.23928713422299
Ssh2	-6.39965255151779	-2.76013517439445
Ssr4	11.2550217192487	9.07935390438083
St3gal5	-3.89052320736457	1.03994641475941
St3gal6	-9.61219810261229	-0.513056216052426
Stab1	-5.54383838973399	-11.680706719443
Susd3	-14.1733686003884	-6.64058170111723
Syngr1	23.4555098392094	16.8625425653846
Tanc2	-8.27698742497572	0.275513120951337
Tgfb1	-4.58443296470734	0.464792942216774
Tgfbr1	-25.4120902460694	4.66229561067946
Thrsp	-5.76018814874476	1.24580544732969
Timp2	126.480957640356	2.25689685244298
Tlr2	87.8164233479596	-0.394530836873052
Tm6sf1	-5.15086766489545	-6.49211471641941
Tmed10	-1.92641808076144	0.0769386763678078
Tmem119	-237.975160732302	-76.170045527761
Tmem173	-6.3882078509596	-8.73054168272158
Tmem176a	104.316403427869	-2.1653087910574
Tmem176b	26.2350060030636	1.26782294945599
Tmem59	-3.92157934895552	1.62938007091547
Tmx4	-0.0980462001512211	-0.0601711960181343
Tpd52	5.17455633358981	7.38960816562885
Tpst2	-7.0253689119515	-4.9225271082304
Tpt1	40.2473749315289	-0.423339612449009
Trf	3.43476434021749	-2.11711539632786
Tspo	12.2702265522881	11.1222133704709
Tuba1a	-12.445646082466	-5.87375268718162
Txnip	-23.3992604242562	-10.4876261209752
Tyrobp	39.2025689971673	35.3139713572389
Ubb	-1.91053875295237	0.320219045761288
Ubc	-0.0694076372030165	-1.74362212024759
Uqcrh	28.8121455675354	0.959918282191702
Wasf2	-23.6680800304453	1.42005813688607
Wnk1	-4.07193917933089	-1.28672929057753
Ywhae	-2.24113546437066	0.75193671051403
Ywhah	-10.4634956683041	0.149818795098258
Zbtb20	-1.82086172960698	-0.952886720862544
Zfhx3	-15.7593322225752	-17.369037488114
Zfp36	2.62223201334871	-2.15125558515116
Zfp36l2	-2.16151044190648	-1.14594351169947
