gene	cluster5_all.signed.value	ALS.signed.value
Apoc1	155.477319644972	29.5528069722664
Apoe	719.306978873789	22.8218720145865
Arhgap5	-31.3793811835098	-0.122393278972469
Axl	152.037046146294	22.6059503280903
B2m	101.829237444168	6.03769968672844
Bcl2a1b	48.7731937766911	3.76161640583604
Bin1	-55.3586636482364	-1.11537565334064
Bin1	-55.3586636482364	-3.83582030382026
Calm2	-51.2004707698871	-0.129895668011386
Ccl3	14.681892401262	6.66474735790596
Ccl6	47.8593377593469	3.25095910772578
Ccrl2	31.887976774179	4.99547445482283
Cd14	24.5497570123671	3.67964575645467
Cd164	-40.3576540150284	-2.22968911095661
Cd52	191.285430282795	14.8960459490864
Cd63	208.267310329871	14.7609057931183
Cd74	128.723620786679	5.50317066849648
Cd74	128.723620786679	2.41568598594121
Cd83	56.2677455769843	7.49747213291099
Cd9	126.108910687611	5.47956911886549
Ckb	-115.681527272001	-0.139993649171926
Crybb1	-179.511873788933	-6.75694070212919
Cst3	-159.2547355314	-0.871735760523321
Cst7	172.318543509067	24.4275717585831
Ctsb	179.334324983448	14.8496322715654
Ctsd	88.9298677131677	8.85626447263862
Ctsl	41.134019398943	5.56769355849795
Ctss	82.7658810285819	2.71504582507069
Ctsz	105.527688811092	5.34445221749501
Cx3cr1	-135.404582688228	-0.562296339221267
Cxcl16	56.929114669618	7.65520911561034
Cxcl2	106.460019013581	12.5989365532611
Cybb	105.44904434036	22.5421416511412
Eef1a1	104.646221464163	4.36070816814905
Fabp5	123.028900082571	15.0287097440543
Fth1	167.356732781313	8.22414539913835
Ftl1	85.228719926493	1.98987652551308
Gadd45b	27.2802428119757	1.27677073854888
Glul	-24.9257815468925	-0.187866117648784
Gpr34	-162.647855206271	-0.222617736025285
Grn	46.71480786071	10.4815722759259
H2-K1	81.9713177818813	5.69711488374206
Hba-a1	-43.7568654375246	-0.419674707610493
Igf1	87.1686946693768	25.4568260071605
Itgax	81.8995683741345	16.8478697070944
Lag3	31.0304111389599	4.0362781508895
Lgals3bp	161.792220497919	15.1410235768842
Lgmn	-93.5853038137644	-0.00201958560524064
Ltc4s	-79.0691442673191	-1.60150220463387
Marcks	-63.9377419721213	-0.0456039945550178
Mpeg1	58.697696041341	7.66492276755112
Npc2	130.565457167516	9.95051481655566
Olfml3	-93.072236938289	-0.493064163967821
P2ry12	-277.065984667422	-8.68154896061639
P2ry13	-67.0239057425733	-8.26283954688306
Pld3	76.4711885083761	14.554993640462
Pnp	-45.7139897853201	-2.42046817466974
Ptgs1	-45.5431272758814	-4.43029718026279
Rnase4	-28.9881658617126	1.27805565560949
Rnase4	-28.9881658617126	-2.41022661062291
Rpl10a	130.973958667566	0.794869200844025
Rpl12	56.6735369088698	1.53295121119041
Rpl22	45.7204009311751	4.45210442769694
Rpl23	135.42651294493	4.16365996256315
Rpl24	49.1349109571303	0.651298728984111
Rpl27a	87.3368412134978	2.60859261965443
Rpl28	55.0124969397788	0.762009039175529
Rpl29	24.064780120506	3.47851460688577
Rpl32	123.710209709202	8.55362058769605
Rpl34	55.1539619068702	0.0920280913619363
Rpl36	64.506005109013	-0.00607097407716739
Rpl36a	46.9518390119623	4.19429255400057
Rpl37a	109.337341556354	7.18043466563145
Rpl38	67.2687380683107	1.33847391093833
Rpl39	99.8174556902022	1.05098168450612
Rpl41	127.813019620086	0.015177031244931
Rpl6	45.5171969644799	3.60950639776405
Rps11	58.1424690902123	3.79688911557791
Rps12	109.968472436411	-0.998837801655244
Rps14	59.3107840407151	5.41533074861834
Rps18	63.8648542753456	2.47771086996202
Rps19	63.2294384754154	3.40019983401932
Rps2	83.478187144076	6.02370528744073
Rps20	95.8962488047467	3.10779658554138
Rps21	75.6506478748655	2.80401344958019
Rps24	88.0143400685587	1.22431277938982
Rps27a	69.5997627315058	0.895403458148453
Rps28	118.77994841061	0.174708395037222
Rps5	76.9726084527123	3.08282565799072
Rpsa	97.8068219973708	5.84597088138249
Selplg	-220.210203218616	-3.25388088597473
Serinc3	-90.9120723909982	-0.6269319832408
Siglech	-148.729581320805	-2.89262247683708
Sparc	-94.2768283965513	0.0687060566242271
Spp1	404.359086301795	30.7991722749178
Timp2	126.480957640356	4.75789117299199
Tlr2	87.8164233479596	6.11484578463815
Tmem119	-237.975160732302	-5.25011516884936
Tmem176a	104.316403427869	0.484311661294324
Tmem176a	104.316403427869	2.64006704881984
Txnip	-23.3992604242562	-0.740074970620597
Txnip	-23.3992604242562	-3.28800334532952
